SYSTEM,RELEASE,CLASS,WMC,DIT,NOC,CBO,RFC,CA,CE,LCOM,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,REFACT,LCOM
xerces,1.0.4,org.apache.wml.dom.WMLSmallElementImpl,7.0,0.0,0.0,4.0,10.0,0.0,4.0,1,7.0,2.0,39.0,0.0,0.0,0.0,0.5714,0.0,0.0,45714.0,0.0,1
xerces,1.0.4,org.apache.wml.dom.WMLGoElementImpl,13.0,0.0,0.0,4.0,16.0,0.0,4.0,1,13.0,2.0,72.0,0.0,0.0,0.0,0.5385,0.0,0.0,45385.0,0.0,1
xerces,1.0.4,org.apache.html.dom.HTMLTableCellElementImpl,31.0,0.0,0.0,5.0,46.0,1.0,4.0,1,31.0,2.0,259.0,0.0,0.0,0.0,0.3097,0.0,0.0,73548.0,0.0,1
xerces,1.0.4,org.apache.html.dom.CollectionIndex,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1,0.0,0.0,28.0,1.0,0.0,0.0,0.625,0.0,0.0,5.75,0.0,1
xerces,1.0.4,org.apache.wml.dom.WMLFieldsetElementImpl,9.0,0.0,0.0,4.0,12.0,0.0,4.0,1,9.0,2.0,50.0,0.0,0.0,0.0,0.5556,0.0,0.0,45556.0,0.0,1
xerces,1.0.4,org.apache.wml.dom.WMLBigElementImpl,7.0,0.0,0.0,4.0,10.0,0.0,4.0,0,7.0,2.0,39.0,0.0,0.0,0.0,0.5714,0.0,0.0,45714.0,0.0,0
xerces,1.0.4,org.apache.html.dom.HTMLDivElementImpl,3.0,0.0,0.0,3.0,7.0,0.0,3.0,0,3.0,2.0,19.0,0.0,0.0,0.0,0.6667,0.0,0.0,53333.0,0.0,0
xerces,1.0.4,org.apache.wml.dom.WMLOptgroupElementImpl,9.0,0.0,0.0,4.0,12.0,0.0,4.0,0,9.0,2.0,50.0,0.0,0.0,0.0,0.5556,0.0,0.0,45556.0,0.0,0
xerces,1.0.4,org.apache.html.dom.HTMLOListElementImpl,7.0,0.0,0.0,3.0,14.0,0.0,3.0,0,7.0,2.0,42.0,0.0,0.0,0.0,0.3429,0.0,0.0,5.0,0.0,0
xerces,1.0.4,org.apache.wml.dom.WMLAElementImpl,11.0,0.0,0.0,4.0,14.0,0.0,4.0,0,11.0,2.0,61.0,0.0,0.0,0.0,0.5455,0.0,0.0,45455.0,0.0,0
xerces,1.0.4,org.apache.wml.dom.WMLPElementImpl,11.0,0.0,0.0,4.0,14.0,0.0,4.0,0,11.0,2.0,61.0,0.0,0.0,0.0,0.5455,0.0,0.0,45455.0,0.0,0
xerces,1.0.4,org.apache.html.dom.HTMLIsIndexElementImpl,3.0,0.0,0.0,3.0,6.0,0.0,3.0,0,3.0,2.0,17.0,0.0,0.0,0.0,0.6667,0.0,0.0,46667.0,0.0,0
xerces,1.0.4,org.apache.html.dom.HTMLTitleElementImpl,3.0,0.0,0.0,3.0,15.0,1.0,3.0,1,3.0,2.0,60.0,0.0,0.0,0.0,0.6667,0.0,0.0,19.0,0.0,1
xerces,1.0.4,org.apache.html.dom.HTMLParagraphElementImpl,3.0,0.0,0.0,3.0,6.0,0.0,3.0,1,3.0,2.0,17.0,0.0,0.0,0.0,0.6667,0.0,0.0,46667.0,0.0,1
xerces,1.0.4,org.apache.html.dom.HTMLBaseFontElementImpl,7.0,0.0,0.0,3.0,11.0,0.0,3.0,1,7.0,2.0,43.0,0.0,0.0,0.0,0.5714,0.0,0.0,51429.0,0.0,1
xerces,1.0.4,org.apache.html.dom.HTMLBuilder,11.0,1.0,0.0,8.0,36.0,0.0,8.0,1,11.0,0.7167,331.0,1.0,3.0,0.0,0.3182,0.0,0.0,285455.0,0.0,1
xerces,1.2.0,javax.xml.parsers.DocumentBuilderFactory,8.0,1.0,1.0,0.0,16.0,0.0,0.0,1,6.0,0.7857,113.0,1.0,0.0,0.0,0.5714,0.0,0.0,12625.0,0.0,1
xerces,1.2.0,javax.xml.parsers.FactoryConfigurationError,5.0,3.0,0.0,0.0,6.0,0.0,0.0,1,5.0,0.0,34.0,1.0,0.0,0.9545,0.6,0.0,0.0,5.6,0.0,1
xerces,1.2.0,javax.xml.parsers.ParserConfigurationException,2.0,3.0,0.0,0.0,4.0,0.0,0.0,1,2.0,2.0,9.0,0.0,0.0,1.0,0.75,0.0,0.0,3.5,0.0,1
xerces,1.2.0,javax.xml.parsers.SAXParser,8.0,1.0,1.0,0.0,28.0,0.0,0.0,0,7.0,2.0,127.0,0.0,0.0,0.0,0.3333,0.0,0.0,14875.0,0.0,0
xerces,1.2.0,javax.xml.parsers.DocumentBuilder,10.0,1.0,1.0,0.0,15.0,0.0,0.0,0,9.0,2.0,53.0,0.0,0.0,0.0,0.2286,0.0,0.0,4.3,0.0,0
xerces,1.2.0,javax.xml.parsers.SAXParserFactory,8.0,1.0,1.0,0.0,16.0,0.0,0.0,0,6.0,0.7857,111.0,1.0,0.0,0.0,0.5714,0.0,0.0,12375.0,0.0,0
xerces,1.4.4,javax.xml.parsers.FactoryFinder,6.0,1.0,0.0,0.0,37.0,0.0,0.0,0,0.0,0.9333,292.0,0.3333,0.0,0.0,0.3333,0.0,0.0,471667.0,0.0,0
xerces,1.4.4,javax.xml.parsers.FactoryFinder$ConfigurationError,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,13.0,1.0,0.0,0.9545,0.6667,0.0,0.0,5.0,0.0,0
xerces,2.1.0,javax.xml.parsers.SecuritySupport,7.0,1.0,1.0,0.0,14.0,0.0,0.0,0,5.0,0.8333,65.0,1.0,0.0,0.0,0.375,0.0,0.0,81429.0,0.0,0
xerces,2.1.0,javax.xml.parsers.SecuritySupport12,5.0,2.0,0.0,0.0,13.0,0.0,0.0,0,4.0,2.0,45.0,0.0,0.0,0.5556,0.45,0.0,0.0,8.0,0.0,0
xerces,2.1.0,javax.xml.parsers.SecuritySupport12$4,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1,1.0,0.3333,33.0,1.0,1.0,0.0,0.625,0.0,0.0,14.0,0.0,1
xerces,2.1.0,javax.xml.parsers.SecuritySupport12$3,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1,1.0,0.5,19.0,1.0,1.0,0.0,0.6667,0.0,0.0,7.5,0.0,1
xerces,2.1.0,javax.xml.parsers.SecuritySupport12$2,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1,1.0,0.5,17.0,1.0,1.0,0.0,0.6667,0.0,0.0,6.5,0.0,1
xerces,2.1.0,javax.xml.parsers.SecuritySupport12$1,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1,1.0,1.0,18.0,1.0,1.0,0.0,0.75,0.0,0.0,7.5,0.0,1
xerces,2.2.0,javax.xml.parsers.ConvertToURI,18.0,1.0,0.0,0.0,35.0,0.0,0.0,1,1.0,10029.0,1085.0,1.0,0.0,0.0,0.1691,0.0,0.0,57.0,0.0,1
xerces,2.6.2,org.apache.html.dom.ObjectFactory,10.0,1.0,0.0,3.0,44.0,1.0,2.0,1,0.0,0.8444,479.0,0.8,0.0,0.0,0.3333,0.0,0.0,46.4,0.0,1
xerces,2.6.2,org.apache.html.dom.SecuritySupport,11.0,1.0,1.0,2.0,20.0,2.0,1.0,1,0.0,0.9,79.0,1.0,0.0,0.0,0.4,0.0,0.0,60909.0,0.0,1
xerces,2.6.2,org.apache.html.dom.ObjectFactory$ConfigurationError,2.0,3.0,0.0,1.0,3.0,1.0,0.0,0,0.0,0.0,13.0,1.0,0.0,0.9545,0.6667,0.0,0.0,5.0,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$7,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0,1.0,0.5,20.0,1.0,1.0,0.0,0.6667,0.0,0.0,8.0,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$6,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0,1.0,0.3333,33.0,1.0,1.0,0.0,0.625,0.0,0.0,14.0,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$8,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0,1.0,0.5,20.0,1.0,1.0,0.0,0.6667,0.0,0.0,8.0,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$1,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0,1.0,1.0,18.0,1.0,1.0,0.0,0.75,0.0,0.0,7.5,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$3,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0,1.0,0.5,29.0,1.0,1.0,0.0,0.6667,0.0,0.0,12.5,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$2,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0,1.0,1.0,17.0,1.0,1.0,0.0,0.75,0.0,0.0,7.0,0.0,0
xerces,2.7.0,org.apache.html.dom.SecuritySupport$5,2.0,1.0,0.0,1.0,4.0,1.0,1.0,13,1.0,0.5,19.0,1.0,1.0,0.0,0.6667,0.0,0.0,7.5,0.0,13
xerces,2.7.0,org.apache.html.dom.SecuritySupport$4,2.0,1.0,0.0,1.0,4.0,1.0,1.0,13,1.0,0.5,17.0,1.0,1.0,0.0,0.6667,0.0,0.0,6.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.CharTokenizer,4.0,0.0,3.0,5.0,8.0,3.0,2.0,13,2.0,0.8571,122.0,1.0,0.0,0.0,0.5833,0.0,0.0,27.75,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.LowerCaseFilter,2.0,0.0,0.0,5.0,5.0,2.0,3.0,13,2.0,2.0,21.0,0.0,0.0,0.0,0.75,0.0,0.0,9.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.PorterStemFilter,2.0,0.0,0.0,4.0,6.0,0.0,4.0,13,2.0,0.0,35.0,1.0,1.0,0.0,0.75,0.0,0.0,16.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.WhitespaceAnalyzer,2.0,0.0,0.0,3.0,4.0,0.0,3.0,13,2.0,2.0,10.0,0.0,0.0,0.0,0.6667,0.0,0.0,4.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.TokenFilter,3.0,0.0,7.0,8.0,5.0,7.0,1.0,13,1.0,0.5,17.0,1.0,1.0,0.0,0.6667,0.0,0.0,43333.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.Tokenizer,3.0,0.0,2.0,3.0,5.0,2.0,1.0,13,1.0,0.5,17.0,1.0,0.0,0.0,0.6667,0.0,0.0,43333.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.Token,8.0,1.0,0.0,13.0,14.0,13.0,0.0,13,8.0,0.6857,85.0,0.2,0.0,0.0,0.5417,0.0,0.0,9.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.LetterTokenizer,2.0,0.0,1.0,2.0,4.0,1.0,1.0,13,1.0,2.0,9.0,0.0,0.0,0.0,0.6667,0.0,0.0,3.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.LowerCaseTokenizer,2.0,0.0,0.0,3.0,4.0,2.0,1.0,13,1.0,2.0,9.0,0.0,0.0,0.0,0.6667,0.0,0.0,3.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.SimpleAnalyzer,2.0,0.0,0.0,4.0,4.0,1.0,3.0,13,2.0,2.0,10.0,0.0,0.0,0.0,0.6667,0.0,0.0,4.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.PerFieldAnalyzerWrapper,3.0,0.0,0.0,2.0,8.0,0.0,2.0,13,3.0,0.25,39.0,1.0,1.0,0.0,0.6667,0.0,0.0,113333.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.FastCharStream,14.0,1.0,0.0,2.0,25.0,1.0,1.0,13,13.0,0.6026,237.0,0.0,0.0,0.0,0.4048,0.0,0.0,15.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.PorterStemmer,27.0,1.0,0.0,1.0,43.0,1.0,0.0,13,13.0,0.601,1174.0,1.0,0.0,0.0,0.2531,0.0,0.0,421852.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.ParseException,5.0,4.0,0.0,2.0,18.0,1.0,1.0,13,4.0,0.55,380.0,0.4,1.0,0.9129999999999999,0.4,1.0,1.0,74.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.StandardTokenizerConstants,1.0,1.0,0.0,3.0,1.0,3.0,0.0,13,0.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.StandardTokenizer,15.0,0.0,0.0,10.0,29.0,2.0,8.0,13,11.0,0.6,523.0,0.7,3.0,0.0,0.2857,0.0,0.0,33.2,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.WhitespaceTokenizer,2.0,0.0,0.0,2.0,4.0,1.0,1.0,13,1.0,2.0,13.0,0.0,0.0,0.0,0.6667,0.0,0.0,5.5,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.TokenStream,3.0,1.0,2.0,21.0,4.0,20.0,1.0,13,3.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,13333.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.StandardFilter,3.0,0.0,0.0,6.0,17.0,2.0,4.0,13,2.0,0.5,98.0,1.0,0.0,0.0,0.75,0.0,0.0,31.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.Token,3.0,1.0,0.0,3.0,4.0,3.0,0.0,13,3.0,14375.0,23.0,0.0,2.0,0.0,0.5,0.0,0.0,4.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.StopAnalyzer,4.0,0.0,0.0,5.0,8.0,1.0,4.0,13,3.0,0.5,174.0,0.5,0.0,0.0,0.5,0.0,0.0,42.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.CharStream,12.0,1.0,0.0,3.0,12.0,3.0,0.0,13,12.0,2.0,12.0,0.0,0.0,0.0,0.5833,0.0,0.0,0.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.standard.TokenMgrError,6.0,3.0,0.0,1.0,19.0,1.0,0.0,13,4.0,1.12,184.0,0.0,0.0,0.875,0.5,1.0,1.0,288333.0,0.0,13
lucene,1.4.3,org.apache.lucene.analysis.de.WordlistLoader,6.0,1.0,0.0,1.0,22.0,1.0,0.0,13,5.0,2.0,101.0,0.0,0.0,0.0,0.25,0.0,0.0,158333.0,0.0,13
lucene,1.9.0,org.apache.lucene.analysis.standard.StandardAnalyzer,7.0,0.0,0.0,8.0,15.0,0.0,8.0,13,6.0,0.5,67.0,0.5,0.0,0.0,0.3333,0.0,0.0,82857.0,0.0,13
lucene,1.9.0,org.apache.lucene.analysis.ISOLatin1AccentFilter,3.0,0.0,0.0,3.0,16.0,0.0,3.0,13,3.0,2.0,178.0,0.0,0.0,0.0,0.4444,0.0,0.0,583333.0,0.0,13
lucene,1.9.0,org.apache.lucene.analysis.KeywordAnalyzer,2.0,0.0,0.0,3.0,4.0,0.0,3.0,13,2.0,2.0,10.0,0.0,0.0,0.0,0.6667,0.0,0.0,4.0,0.0,13
lucene,1.9.0,org.apache.lucene.analysis.WordlistLoader,7.0,1.0,0.0,2.0,23.0,2.0,0.0,13,6.0,2.0,126.0,0.0,0.0,0.0,0.2,0.0,0.0,17.0,0.0,13
lucene,1.9.0,org.apache.lucene.analysis.LengthFilter,2.0,0.0,0.0,3.0,6.0,0.0,3.0,0,2.0,0.0,41.0,0.0,0.0,0.0,0.6667,0.0,0.0,18.5,0.0,0
lucene,1.9.0,org.apache.lucene.analysis.standard.StandardTokenizerTokenManager,22.0,1.0,0.0,5.0,38.0,1.0,4.0,0,7.0,0.8485,3709.0,0.1212,1.0,0.0,0.381,0.0,0.0,1660909.0,0.0,0
lucene,1.9.0,org.apache.lucene.analysis.Analyzer,4.0,1.0,6.0,13.0,5.0,12.0,1.0,0,4.0,2.0,18.0,0.0,0.0,0.0,0.6667,0.0,0.0,3.5,0.0,0
lucene,1.9.0,org.apache.lucene.analysis.KeywordTokenizer,3.0,0.0,0.0,3.0,10.0,1.0,2.0,0,3.0,0.5,63.0,1.0,0.0,0.0,0.6667,0.0,0.0,19.0,0.0,0
lucene,1.9.0,org.apache.lucene.analysis.StopFilter,11.0,0.0,0.0,5.0,20.0,2.0,3.0,0,11.0,0.5,159.0,1.0,0.0,0.0,0.4242,0.0,0.0,132727.0,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.SinkTokenizer,8.0,0.0,0.0,3.0,16.0,1.0,2.0,0,8.0,0.4286,102.0,1.0,0.0,0.0,0.3438,0.0,0.0,11.5,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.StopAnalyzer$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.StopAnalyzer$SavedStreams,2.0,1.0,0.0,4.0,3.0,1.0,4.0,0,0.0,13333.0,15.0,0.3333,3.0,0.0,0.8333,0.0,0.0,5.0,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.CharArraySet$CharArraySetIterator,6.0,1.0,0.0,1.0,10.0,1.0,1.0,0,4.0,0.3333,78.0,0.3333,1.0,0.0,0.5833,0.0,0.0,11.5,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.standard.StandardAnalyzer$SavedStreams,2.0,1.0,0.0,4.0,3.0,1.0,3.0,0,0.0,2.0,10.0,0.0,2.0,0.0,0.75,0.0,0.0,3.0,0.0,0
lucene,2.3.0,org.apache.lucene.analysis.standard.StandardAnalyzer$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.TokenStream$MethodSupport,3.0,1.0,0.0,1.0,8.0,1.0,1.0,0,0.0,0.8,71.0,0.4,0.0,0.0,0.625,0.0,0.0,21.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharacterCache,3.0,1.0,0.0,2.0,5.0,2.0,0.0,0,1.0,0.5,40.0,1.0,0.0,0.0,0.5,0.0,0.0,12.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharReader,8.0,0.0,0.0,3.0,14.0,2.0,1.0,0,7.0,0.1429,52.0,1.0,0.0,0.0,0.4063,0.0,0.0,5375.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CachingTokenFilter,7.0,0.0,0.0,5.0,19.0,1.0,4.0,0,6.0,0.6111,92.0,1.0,1.0,0.0,0.4286,0.0,0.0,117143.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharArraySet$UnmodifiableCharArraySet,7.0,0.0,0.0,2.0,9.0,1.0,2.0,0,5.0,2.0,40.0,0.0,0.0,0.0,0.2714,0.0,0.0,47143.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharStream,2.0,2.0,2.0,5.0,3.0,5.0,0.0,0,2.0,2.0,5.0,0.0,0.0,0.9091,0.75,0.0,0.0,1.5,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.ASCIIFoldingFilter,4.0,0.0,0.0,5.0,14.0,0.0,5.0,0,3.0,0.6667,5164.0,0.75,1.0,0.0,0.35,0.0,0.0,1289.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.TeeSinkTokenFilter$SinkTokenStream,11.0,0.0,0.0,6.0,20.0,1.0,5.0,0,3.0,0.625,108.0,1.0,2.0,0.0,0.3333,0.0,0.0,84545.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.OffsetAttributeImpl,8.0,0.0,0.0,2.0,10.0,0.0,2.0,0,8.0,0.2857,82.0,1.0,0.0,0.0,0.3438,0.0,0.0,9.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.TypeAttributeImpl,8.0,0.0,0.0,2.0,12.0,0.0,2.0,0,8.0,0.5714,60.0,0.5,0.0,0.0,0.375,0.0,0.0,6.25,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.TeeSinkTokenFilter,8.0,0.0,0.0,9.0,31.0,0.0,9.0,0,7.0,0.5,147.0,1.0,1.0,0.0,0.3571,0.0,0.0,17125.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.PositionIncrementAttribute,2.0,1.0,0.0,9.0,2.0,8.0,1.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.TeeTokenFilter,4.0,0.0,0.0,4.0,12.0,0.0,4.0,0,2.0,0.7778,58.0,0.0,1.0,0.0,0.4,0.0,0.0,12.75,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.BaseCharFilter,4.0,0.0,1.0,4.0,11.0,1.0,3.0,0,1.0,0.3333,85.0,1.0,0.0,0.0,0.5833,0.0,0.0,20.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharArraySet$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.NormalizeCharMap,2.0,1.0,0.0,2.0,14.0,1.0,1.0,0,2.0,1.0,81.0,0.0,0.0,0.0,0.75,0.0,0.0,38.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.FlagsAttributeImpl,7.0,0.0,0.0,2.0,9.0,0.0,2.0,0,7.0,0.0,56.0,1.0,0.0,0.0,0.3571,0.0,0.0,68571.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.TokenStream$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.CharArraySet,23.0,3.0,1.0,5.0,34.0,4.0,3.0,0,13.0,0.6136,582.0,1.0,0.0,0.5,0.2055,2.0,9.0,241304.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.PayloadAttributeImpl,9.0,0.0,0.0,3.0,15.0,0.0,3.0,55,9.0,0.125,104.0,1.0,1.0,0.0,0.3611,0.0,0.0,104444.0,0.0,55
lucene,2.9.2,org.apache.lucene.analysis.MappingCharFilter,8.0,0.0,0.0,5.0,25.0,0.0,5.0,55,4.0,0.6,293.0,1.0,1.0,0.0,0.3542,0.0,0.0,35.0,0.0,55
lucene,2.9.2,org.apache.lucene.analysis.NumericTokenStream,12.0,0.0,0.0,9.0,35.0,1.0,8.0,55,11.0,0.6136,389.0,0.5833,3.0,0.0,0.2188,0.0,0.0,304167.0,0.0,55
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.PositionIncrementAttributeImpl,7.0,0.0,0.0,2.0,14.0,0.0,2.0,0,7.0,0.0,70.0,1.0,0.0,0.0,0.3571,0.0,0.0,88571.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.PayloadAttribute,2.0,1.0,0.0,6.0,2.0,4.0,2.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.FlagsAttribute,2.0,1.0,0.0,4.0,2.0,3.0,1.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.OffsetAttribute,3.0,1.0,0.0,10.0,3.0,9.0,1.0,26,3.0,2.0,3.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,26
lucene,2.9.2,org.apache.lucene.analysis.TeeSinkTokenFilter$1,2.0,0.0,0.0,4.0,3.0,2.0,2.0,26,1.0,2.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,2.5,0.0,26
lucene,2.9.2,org.apache.lucene.analysis.TokenStream$TokenWrapperAttributeFactory,5.0,0.0,0.0,5.0,12.0,1.0,5.0,26,3.0,0.0,61.0,1.0,1.0,0.0,0.4,0.0,0.0,11.0,0.0,26
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.TypeAttribute,2.0,1.0,0.0,7.0,2.0,6.0,1.0,495,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,495
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.TermAttributeImpl,19.0,0.0,0.0,3.0,39.0,0.0,3.0,495,15.0,0.5667,362.0,0.6,0.0,0.0,0.2593,0.0,0.0,177895.0,0.0,495
lucene,2.9.2,org.apache.lucene.analysis.BaseCharFilter$OffCorrectMap,2.0,1.0,0.0,1.0,7.0,1.0,0.0,637,1.0,0.0,42.0,0.0,0.0,0.0,0.75,0.0,0.0,19.0,0.0,637
lucene,2.9.2,org.apache.lucene.analysis.TokenWrapper,27.0,0.0,0.0,11.0,54.0,3.0,9.0,625,25.0,0.0,179.0,0.0,1.0,0.0,0.1944,0.0,0.0,55926.0,0.0,625
lucene,2.9.2,org.apache.lucene.analysis.TeeSinkTokenFilter$SinkFilter,3.0,1.0,1.0,4.0,4.0,3.0,1.0,625,3.0,2.0,7.0,0.0,0.0,0.0,0.6667,0.0,0.0,13333.0,0.0,625
lucene,2.9.2,org.apache.lucene.analysis.tokenattributes.TermAttribute,8.0,1.0,0.0,20.0,8.0,19.0,1.0,625,8.0,2.0,8.0,0.0,0.0,0.0,0.4688,0.0,0.0,0.0,0.0,625
lucene,2.9.2,org.apache.lucene.analysis.CharFilter,8.0,0.0,1.0,2.0,15.0,1.0,1.0,625,6.0,0.1429,48.0,1.0,1.0,0.0,0.4375,0.0,0.0,4875.0,0.0,625
lucene,2.9.2,org.apache.lucene.analysis.standard.StandardTokenizerImpl,26.0,1.0,0.0,4.0,37.0,2.0,3.0,625,10.0,0.9668,742.0,0.7073,0.0,0.0,0.19,0.0,0.0,259615.0,0.0,625
lucene,3.1.0,org.apache.lucene.analysis.standard.ClassicTokenizerImpl,25.0,1.0,0.0,4.0,36.0,2.0,3.0,625,11.0,0.9692,783.0,0.7143,0.0,0.0,0.2143,0.0,0.0,28.64,0.0,625
lucene,3.1.0,org.apache.lucene.analysis.CharArrayMap,36.0,2.0,1.0,10.0,70.0,8.0,7.0,625,23.0,0.7766,937.0,0.6364,5.0,0.3673,0.1818,1.0,7.0,247222.0,0.0,625
lucene,3.1.0,org.apache.lucene.analysis.tokenattributes.KeywordAttributeImpl,7.0,0.0,0.0,2.0,10.0,0.0,2.0,625,7.0,0.1667,61.0,1.0,0.0,0.0,0.3571,0.0,0.0,75714.0,0.0,625
lucene,3.1.0,org.apache.lucene.analysis.ReusableAnalyzerBase$TokenStreamComponents,4.0,1.0,2.0,11.0,7.0,9.0,2.0,649,2.0,0.1667,41.0,1.0,2.0,0.0,0.5,0.0,0.0,8.75,0.0,649
lucene,3.1.0,org.apache.lucene.analysis.ReusableAnalyzerBase,5.0,0.0,4.0,7.0,10.0,4.0,3.0,649,3.0,2.0,43.0,0.0,0.0,0.0,0.8,0.0,0.0,7.6,0.0,649
lucene,3.1.0,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizer,31.0,0.0,0.0,9.0,51.0,0.0,9.0,649,9.0,0.9142,1045.0,0.8085,4.0,0.0,0.2,0.0,0.0,311935.0,0.0,649
lucene,3.1.0,org.apache.lucene.analysis.FilteringTokenFilter,5.0,0.0,2.0,6.0,10.0,2.0,4.0,649,4.0,0.5,70.0,1.0,1.0,0.0,0.5333,0.0,0.0,12.6,0.0,649
